titre_commentaire,commentaire,Date_Avis,Ville,Pays,Date_Sejour,Note,Photo,langue
"['frais', 'confortable']","['hôtel', 'récemment', 'rénové', 'style', 'très', 'américain', 'dont', 'tout', 'place', 'chambres', 'salles', 'bains', 'spacieuses', 'excellente', 'machine', 'café', 'bouilloire', 'gratuites', 'super', 'téléviseur', 'miroir', 'permet', 'connecter', 'disneyplus', 'propose', 'autres', 'dessins', 'animés', 'gratuits', 'vraiment', 'bien', 'familles', 'beaucoup', 'chambres', 'communicantes', 'proposées', 'piscine', 'intérieure', 'très', 'bien', 'avon', 'comprendre', 'pourquoi', 'piscine', 'extérieure', 'fermée', 'faisait', 'degrés', 'buffet', 'petit', 'déjeuner', 'bonne', 'qualité', 'autres', 'choses', 'faire', 'hôtel', 'bar', 'air', 'vraiment', 'bien', 'soir', 'hôtel', 'dispose', 'bel', 'espace', 'extérieur', 'donnant', 'lac', 'newport', 'bay', 'hotel', 'face', 'chambre', 'impeccablement', 'propre', 'partout', 'critique', 'prises', 'salle', 'bain', 'étaient…']",mai 2022,Royal Tunbridge Wells, Royaume-Uni,mai 2022,5,yes,en
"['fan', 'watch', 'out', 'aaamazing']","['planifié', 'anniversaire', 'peux', 'dire', 'peu', 'difficile', 'quand', 'tout', 'place', 'déçu', 'fan', 'cet', 'hôtel', 'fait', 'partout', 'allé', 'expérience', 'pouvez', 'apprendre', 'dessiner', 'personnages', 'rencontrer', 'manger', 'bonne', 'nourriture', 'proximité', 'parcs', 'magasins', 'devez', 'prendre', 'train', 'aller', 'ville', 'juste', 'membres', 'équipe', 'ici', 'excellents']",mai 2022,Minneapolis, Minnesota,mai 2022,5,yes,en
['magie'],"['très', 'bel', 'hôtel', 'met', 'rapidement', 'ambiance', 'monde', 'réception', 'chambre', 'enchantement', 'proximité', 'agréable', 'personnel', 'réception', 'ainsi', 'restaurant', 'boutique', 'exceptionnels', 'merci', 'personnel', 'super', 'héros', 'station', 'avoir', 'partagé', 'secret', 'docteur', 'strange', 'quelques', 'bémols', 'devrait', 'cependant', 'retrouver', 'établissement', 'étoiles', 'propreté', 'piscine', 'serviette', 'sol', 'non', 'ramassées', 'cast', 'trace', 'suspectes', 'porte', 'vestiaires', 'accueil', 'peu', 'froid', 'propreté', 'chambres', 'beaucoup', 'poussières', 'sou', 'lit', 'armoire', 'effets', 'personnel', 'anciens', 'occupant', 'retrouvés', 'très', 'mauvaise', 'expérience', 'conciergerie']",mai 2022,None, None,mai 2022,4,no,fr
"['bel', 'hôtel', 'fan']","['avon', 'séjourné', 'ici', 'pendant', 'nuit', 'jour', 'anniversaire', 'hôtel', 'très', 'bien', 'situé', 'domaine', 'disneyland', 'pouvez', 'donc', 'rendre', 'directement', 'hôtel', 'via', 'village', 'faire', 'allersretours', 'pendant', 'journée', 'existe', 'nombreuses', 'façons', 'évaluer', 'article', 'acheter', 'article', 'boutique', 'savourer', 'cocktail', 'thème', 'skyline', 'bar', 'trouvé', 'cocktail', 'trop', 'chers', 'malheureusement', 'savoureux', 'bar', 'luimême', 'agréable', 'regarder', 'nombreux', 'spot', 'photo', 'sympas', 'allées', 'point', 'culminant', 'station', 'super', 'hero', 'client', 'hôtel', 'ici', 'avon', 'autorisés', 'prendre', 'photo', 'spiderman', 'utiliser', 'nombreuses', 'autres', 'zone', 'photo', 'chambre', 'très', 'agréable', 'beaucoup', 'art', 'murs', 'intro', 'personnalisée', 'film', 'mcu', 'télévision', 'homme']",mai 2022,None, None,mai 2022,5,no,de
"['premier', 'séjour', 'renouvelé', 'hôtel']","['hôtel', 'bon', 'séjour', 'belle', 'chambre', 'assez', 'espace', 'nuits', 'bon', 'petit', 'déjeuner', 'copieux', 'personnel', 'sympathique', 'tant', 'réception', 'salle', 'petitdéjeuner', 'joli', 'décor', 'hôtel', 'thème', 'reviendrai', 'certainement', 'ici']",mai 2022,Louvain, Belgique,mars 2022,5,yes,nl
"['pourrons', 'plus', 'jamais', 'aller', 'autre', 'hôtel']","['après', 'avoir', 'visité', 'presque', 'tous', 'hôtels', 'disneyland', 'paris', 'avon', 'séjourné', 'nouveau', 'hotel', 'juste', 'avant', 'noël', 'envisageons', 'réserver', 'nouveau', 'parlant', 'fils', 'dit', 'meilleur', 'hôtel', 'lequel', 'jamais', 'partout', 'regardez', 'quelque', 'chose', 'voir', 'vraiment', 'meilleur', 'fils', 'fan', 'merveilles', 'tous', 'mois', 'toujours', 'aussi', 'excité', 'saurais', 'trop', 'recommander', 'cet', 'hôtel']",mai 2022,None, None,novembre 2021,5,yes,en
"['voyage', 'inoubliable']","['famille', 'enfants', 'somme', 'partis', 'jours', 'oublierons', 'jamais', 'hôtel', 'très', 'propre', 'attention', 'grande', 'restaurant', 'super', 'parcs', 'très', 'propres', 'bien', 'décorés', 'anniversaire', 'important', 'concilier', 'horaires', 'spectacle', 'repas', 'attraction', 'file', 'attente', 'profiter', 'maximum']",mai 2022,None, None,mai 2022,5,no,es
"['plus', 'récent', 'plus', 'proche', 'mieux', 'équipé', 'donc', 'plus', 'cher', 'caprice']","['nouvel', 'hôtel', 'plus', 'proche', 'aujourd', 'hui', 'parcs', 'studio', 'disneyland', 'hotel', 'fermé', 'rénovation', 'entièrement', 'thématisé', 'restaurant', 'lounge', 'bar', 'intérieur', 'piscine', 'intérieure', 'extérieure', 'chauffée', 'environ', 'euro', 'nuit', 'weekend', 'repas', 'part']",mai 2022,Province of Lugo, Espagne,mai 2022,5,no,es
"['séjour', 'magique']","['avon', 'séjourner', 'nuits', 'hôtel', 'vraiement', 'paq', 'déçu', 'accueil', 'très', 'très', 'sympa', 'personnel', 'vraiment', 'petits', 'soins', 'valise', 'déposer', 'chambre', 'directement', 'chambre', 'standard', 'sans', 'supplément', 'avon', 'passer', 'excellentes', 'nuits', 'literie', 'top', 'top', 'petite', 'attention', 'comme', 'plupart', 'hôtels', 'fait', 'toujours', 'plaisirs', 'eau', 'café', 'thé', 'frigo', 'présent', 'chambre', 'avon', 'également', 'tester', 'restaurant', 'buffet', 'volonté', 'vraiment', 'tout', 'goûts', 'buffet', 'différents', 'americain', 'italien', 'chinois', 'petit', 'déjeuner', 'matin', 'également', 'beaucoup', 'choix', 'garde', 'très', 'bon', 'souvenir', 'séjour', 'reviendrons', 'tres', 'certainement']",mai 2022,La Baume-de-Transit, France,avril 2022,5,yes,fr
"['hôtel', 'récement', 'rénové']","['ancien', 'hôtel', 'new', 'york', 'récemment', 'rénové', 'thème', 'plein', 'coeur', 'disneyland', 'chambres', 'excellente', 'qualité', 'spacieuses', 'très', 'bien', 'équipées', 'vue', 'lac', 'magnifique', 'réveil', 'plusieurs', 'restaurant', 'bar', 'disponibles', 'place', 'service', 'efficace', 'peu', 'surfait', 'seul', 'point', 'négatif', 'espace', 'petitdéjeuner', 'ruche', 'bondée', 'monde', 'trop', 'bruyante', 'aspect', 'cantine', 'abîme', 'reste', 'expérience']",mai 2022,Arras, France,mai 2022,4,no,fr
['moyenne'],"['trop', 'cher', 'taille', 'commodités', 'moyennes', 'chambres', 'très', 'propres', 'étonnamment', 'salles', 'bain', 'cheveux', 'lavabo', 'petit', 'déjeuner', 'très', 'très', 'moyen', 'absolument', 'aucun', 'quotient', 'luxe', 'importe', 'sauf', 'prix', 'couronner', 'tout', 'heure', 'départ', 'heures', 'matin', 'entre', 'heures', 'personnel', 'entretien', 'fait', 'irruption', 'chambres', 'suivi', 'coup', 'rapide', 'trois', 'fois', 'absolument', 'inacceptable', 'violation', 'vie', 'privée']",mai 2022,Hyderabad, Inde,avril 2022,3,no,en
"['vacances', 'magiques']","['cet', 'endroit', 'magique', 'hôtel', 'merveilleux', 'personnel', 'très', 'gentil', 'mangé', 'dieu', 'tout', 'incroyable', 'excellente', 'piscine', 'après', 'journée', 'salle', 'fantastique', 'chaque', 'détail', 'parfait', 'incroyables', 'bar', 'locaux', 'bref', 'meilleurs', 'mot', 'incroyable', 'merveilleux', 'bien', 'ceuxlà']",mai 2022,Cittadella, Italie,mai 2022,5,yes,it
"['bel', 'hôtel', 'moderne', 'propre']","['avon', 'passé', 'agréable', 'séjour', 'hôtel', 'pendant', 'nuits', 'début', 'mai', 'somme', 'enregistrés', 'heures', 'donc', 'chambre', 'prête', 'lorsque', 'acteur', 'petit', 'enfant', 'fatigué', 'besoin', 'sieste', 'réorganisé', 'donc', 'pouvions', 'avoir', 'chambre', 'prête', 'momentlà', 'reconnaissants', 'chambre', 'propre', 'moderne', 'eau', 'réfrigérateur', 'froid', 'espace', 'suspendre', 'vêtements', 'cintres', 'appropriés', 'avon', 'également', 'adoré', 'œuvres', 'art', 'chambre', 'raison', 'laquelle', 'donné', 'étoile', 'moins', 'climatisation', 'fonctionnait', 'lorsque', 'avon', 'baissée', 'faisait', 'beaucoup', 'bruit', 'refroidissait', 'rien', 'après', 'heures', 'avon', 'ouvert', 'fenêtre', 'aimerais', 'être', 'plein', 'disant', 'cela', 'retournerions', 'sans', 'hésiter', 'car', 'très', 'proche', 'village', 'avon', 'pris', 'petit', 'déjeuner', 'dans…']",mai 2022,Belfast/Donegal,None,mai 2022,4,no,en
"['séjour', 'nuit']","['très', 'bel', 'hôtel', 'personnel', 'agréable', 'écoute', 'vraiment', 'loin', 'pied', 'premier', 'séjour', 'honnêtement', 'aucun', 'regret', 'petit', 'déjeuner', 'volonté', 'très', 'varié', 'tout', 'goûts', 'possibilité', 'déposer', 'bagages', 'avant', 'aller', 'chambre', 'disponible', 'dès', 'serum', 'mettront', 'directement', 'chambre', 'recommande', 'cet', 'hôtel']",mai 2022,None, None,mai 2022,4,yes,fr
"['étoiles', 'mauvais', 'service', 'aussi']","['séjourné', 'ici', 'première', 'semaine', 'avril', 'chambre', 'surclassée', 'terrasse', 'jardin', 'premières', 'impression', 'hall', 'excellentes', 'semblaient', 'prometteuses', 'fois', 'somme', 'arrivés', 'chambre', 'aussi', 'impressionnant', 'terrasse', 'jardin', 'extrêmement', 'petite', 'jardin', 'très', 'bien', 'entretenu', 'valait', 'vraiment', 'peine', 'être', 'regardé', 'middy', 'semblent', 'profiter', 'chambre', 'assez', 'basique', 'télévision', 'intégrée', 'miroir', 'peu', 'près', 'aussi', 'impressionnante', 'chambre', 'télécommande', 'fonctionnait', 'jamais', 'moins', 'pointe', 'certain', 'angle', 'gênant', 'machine', 'café', 'jamais', 'fonctionné', 'quand', 'avon', 'signalé', 'réception', 'sortant', 'jour', 'dit', 'examinée', 'cela', 'fonctionnait', 'toujours', 'retour', 'quand', 'avon', 'mentionné', 'nouveau', 'cela', 'toujours', 'être', 'résolu', 'donc', 'avon', 'problème…']",mai 2022,None, None,mai 2022,1,no,en
"['merci', 'tous', 'reviendrons']","['avon', 'réservé', 'chambre', 'dernière', 'minute', 'avon', 'déçus', 'chambre', 'restaurant', 'ainsi', 'petitdéjeuner', 'buffet', 'décors', 'couloirs', 'remplis', 'dessins', 'planches', 'explication', 'personnel', 'aimable', 'compétent', 'espace', 'extérieur', 'devant', 'hôtel', 'proximité', 'tout', 'parfait', 'refaire']",mai 2022,Asnieres-sur-Seine, France,mai 2022,5,no,fr
"['thème', 'familial', 'bien', 'situé']","['avon', 'passé', 'nuits', 'famille', 'chambre', 'standard', 'confortable', 'tout', 'dont', 'besoin', 'lit', 'double', 'réfrigérateur', 'machine', 'café', 'bouilloire', 'fer', 'planche', 'repasser', 'article', 'toilette', 'salle', 'bain', 'grande', 'télévision', 'émissions', 'douche', 'baignoire', 'coffrefort', 'vue', 'toit', 'somme', 'arrivés', 'vers', 'avon', 'récupéré', 'laissezpasser', 'laissé', 'bagages', 'somme', 'dirigés', 'vers', 'parcs', 'chambres', 'disponibles', 'partir', 'heures', 'bagages', 'somme', 'revenus', 'après', 'heures', 'chambre', 'disponible', 'après', 'peu', 'attente', 'trouvé', 'chambre', 'avon', 'pris', 'propres', 'bagages', 'car', 'voulions', 'attendre', 'avon', 'mangé', 'hôtel', 'car', 'repas', 'inclus', 'forfait', 'piscine', 'belle', 'adaptée', 'enfants', 'flotteurs', 'brassard', 'nouilles', 'disponibles', 'expérience', 'spiderman', 'très', 'amusante', 'distance', 'mur', 'disney…']",mai 2022,Newcastle upon Tyne, Royaume-Uni,mai 2022,4,no,en
"['bel', 'endroit']","['super', 'hôtel', 'personnel', 'très', 'sympathique', 'chambres', 'belle', 'propres', 'très', 'bien', 'situé', 'superbe', 'vue', 'lac', 'super', 'endroit', 'reposer', 'après', 'journée', 'disneyland', 'petit', 'déjeuner', 'non', 'inclus', 'prix', 'chambre', 'starbucks', 'juste', 'autour', 'œuf', 'file', 'attente', 'matin', 'très', 'longue']",mai 2022,Zurich, Suisse,mai 2022,4,yes,de
"['meilleur', 'hôtel', 'lequel', 'séjourné']","['début', 'fin', 'hotel', 'new', 'york', 'absolument', 'incroyable', 'somme', 'grand', 'fan', 'avon', 'époustouflés', 'thème', 'hôtel', 'tout', 'faire', 'rencontre', 'spiderman', 'photo', 'lieux', 'tournage', 'belle', 'réception', 'statue', 'massif', 'tout', 'parfait', 'avon', 'passé', 'séjour', 'magique']",mai 2022,Northamptonshire, Royaume-Uni,mai 2022,5,no,en
"['hôtel', 'moyen', 'prix', 'plus', 'france', 'attendais', 'mieux']","['hôtel', 'conçu', 'comme', 'agissait', 'hôtel', 'ville', 'new', 'york', 'plus', 'photo', 'superhéros', 'éparpillées', 'partout', 'cela', 'hôtel', 'euro', 'attendais', 'mieux', 'hôtel', 'dispose', 'restaurant', 'sert', 'buffet', 'soir', 'quelques', 'plat', 'italiens', 'version', 'américaine', 'nourriture', 'moyenne', 'correcte', 'tout', 'comme', 'petitdéjeuner', 'caractérise', 'style', 'américain', 'estàdire', 'crêpes', 'belges', 'gaufres', 'etc', 'hôtel', 'trouve', 'minute', 'pied', 'porte', 'euro', 'avantage', 'pratique', 'aussi', 'navette', 'gratuite', 'aéroport', 'meilleur']",mai 2022,District de Tel Aviv, Israël,mai 2022,3,yes,he
"['très', 'cher', 'service', 'mauvaise', 'qualité']","['personnel', 'très', 'accueillant', 'conciergerie', 'checkin', 'reste', 'hôtel', 'très', 'mauvaise', 'qualité', 'service', 'hôtel', 'actuellement', 'plus', 'cher', 'disneyland', 'très', 'loin', 'hôtel', 'étoiles', 'chambres', 'très', 'propres', 'shampoing', 'personnel', 'entre', 'chambres', 'toute', 'heure', 'journée', 'sans', 'frapper', 'porte', 'fils', 'faisait', 'sieste', 'revenu', 'changer', 'linge', 'lit', 'serviette', 'vraiment', 'dominant', 'toute', 'expérience', 'car', 'enfants', 'adorent', 'studio', 'décoration']",mai 2022,None, None,mai 2022,2,no,en
"['basique', 'grossier', 'vrai', 'étoiles']","['somme', 'venus', 'ici', 'nuit', 'vers', 'fin', 'avril', 'anniversaire', 'fils', 'somme', 'arrivés', 'oublié', 'organiser', 'ballons', 'anniversaire', 'chambre', 'déjà', 'payé', 'entrer', 'chambre', 'avant', 'homme', 'réception', 'tellement', 'désagréable', 'jamais', 'rencontré', 'quelqu', 'aussi', 'désagréable', 'réception', 'heures', 'allé', 'chambre', 'sac', 'avon', 'attendre', 'jusqu', 'donc', 'gros', 'nuit', 'chambre', 'payé', 'peignoir', 'pantoufles', 'crème', 'corp', 'basique', 'vrai', 'hôtel', 'étoiles']",mai 2022,Marseille, France,avril 2022,2,no,en
"['hôtel', 'spectaculaire', 'restaurant', 'ligne']","['avon', 'dîné', 'rte', 'manhattan', 'lettre', 'puisqu', 'existe', 'autre', 'plus', 'simple', 'downtown', 'menu', 'plus', 'très', 'bon', 'quantité', 'simple', 'correcte', 'menu', 'enfant', 'plus', 'concis', 'salon', 'vaste', 'sobre', 'comme', 'hôtel', 'moderne', 'faites', 'abord', 'tour', 'hôtel', 'hall', 'extérieur', 'allez', 'halluciner']",mai 2022,Valence, Espagne,avril 2022,5,yes,es
['haut'],"['cet', 'hôtel', 'fortement', 'recommandé', 'service', 'excellent', 'sympathique', 'sent', 'déjà', 'bon', 'quand', 'entre', 'hôtel', 'deux', 'petit', 'déjeuner', 'dîner', 'excellents', 'chambres', 'parfaites']",mai 2022,None, None,avril 2022,5,no,nl
"['niveau', 'augmenté', 'personnel', 'super']","['avon', 'visité', 'pendant', 'deux', 'nuits', 'deux', 'parent', 'deux', 'enfants', 'première', 'fois', 'hôtel', 'après', 'rénovation', 'qualité', 'globale', 'augmenté', 'hôtel', 'bondé', 'parcs', 'beaucoup', 'visiteurs', 'nourriture', 'petit', 'déjeuner', 'dîner', 'bonne', 'plus', 'précisément', 'problème', 'chambre', 'eau', 'réceptionniste', 'helena', 'autre', 'responsable', 'nommée', 'fiona', 'agi', 'manière', 'très', 'professionnelle', 'immédiatement', 'changé', 'chambre', 'tout', 'fait', 'sentions', 'bienvenus', 'aise']",mai 2022,None, None,avril 2022,4,no,en
"['monde', 'différent']","['tout', 'waaaay', 'mieux', 'vidéos', 'photo', 'partir', 'personnel', 'bâtiments', 'musique', 'odeurs', 'spécifiques', 'chaque', 'monde', 'hôtel', 'newyorkais', 'restaurant', 'manèges', 'défilés', 'spectacle', 'lumière', 'veux', 'dire', 'tout', 'tout', 'monde', 'presque', 'tout', 'monde', 'sourit', 'gentil', 'cela', 'changé', 'vie', 'avon', 'finalement', 'trouvé', 'endroit', 'pouvons', 'appeler', 'endroit', 'heureux', 'vraiment', 'hâte', 'revenir', 'ici', 'seul', 'conseil', 'aller', 'contrecourant', 'signification', 'énormes', 'file', 'attente', 'manèges', 'faites', 'shopping', 'mangez', 'pendant', 'heures', 'habituelles', 'restauration', 'faites', 'queue', 'manèges', 'installez', 'également', 'application', 'disneyland', 'paris', 'voir', 'temp', 'réel', 'temp', 'attente', 'horaires', 'ouverture', 'restaurant']",mai 2022,Bucarest, Roumanie,avril 2022,5,no,en
"['explosion', 'fan']","['somme', 'restés', 'nuit', 'avon', 'beaucoup', 'aimé', 'service', 'très', 'bon', 'chambres', 'installation', 'très', 'bien', 'rénovées', 'autre', 'fois', 'allés', 'dirais', 'chambres', 'mieux', 'desayuno', 'bien', 'pero', 'habíamos', 'cenado', 'hotel', 'downtwon', 'estuvo', 'sobresaliente', 'quizás', 'esperábamos', 'más', 'cuanto', 'encuentro', 'con', 'spidy', 'marvell', 'station', 'muy', 'chulo…', 'igual', 'toda', 'ambientación…', 'está', 'tan', 'cerca', 'como', 'pero', 'está', 'muy', 'proche', 'avis', 'seul', 'bémol', 'prix', 'cher', 'comme', 'tout', 'touche', 'sentiment', 'payer', 'qualité']",avr 2022,Cantabrie, Espagne,avril 2022,5,yes,es
[],"['super', 'hôtel', 'magnifique', 'univers', 'super', 'grandes', 'chambres', 'adore', 'super', 'grande', 'beau', 'restaurant', 'original', 'belle', 'boutique', 'univers', 'superbe', 'grand', 'halle', 'gigantesque', 'hôtels', 'magnifique', 'adore', 'tout']",avr 2022,France,None,avril 2022,5,no,fr
"['vacances', 'famille']","['hôtel', 'basé', 'très', 'gentil', 'accueillant', 'accueil', 'personnel', 'très', 'gentil', 'attentionné', 'chambre', 'très', 'spacieuse', 'propre', 'petit', 'déjeuner', 'inclus', 'copieux', 'délicieux', 'seul', 'bémol', 'avon', 'attendu', 'longtemps', 'presque', 'heures', 'valise', 'livrée', 'chambre', 'reste', 'top', 'recommander', 'absolument']",avr 2022,Greifensee, Suisse,avril 2022,4,yes,it
"['très', 'bel', 'hôtel', 'cependant', 'prétentieux', 'regard', 'prestations', 'réelles']","['lorsqu', 'arrive', 'hôtel', 'impressionne', 'déco', 'mise', 'scène', 'cependant', 'regard', 'prix', 'pratiqués', 'trop', 'choses', 'vont', 'chambres', 'dysfonctionnements', 'nombreux', 'deux', 'chambres', 'fuit', 'sans', 'arrêt', 'pommeau', 'douche', 'tourne', 'lorsqu', 'allume', 'eau', 'robinet', 'lavabo', 'délivre', 'filet', 'eau', 'dire', 'bouteille', 'eau', 'fournie', 'seule', 'fois', 'jours', 'chez', 'accor', 'remplacent', 'tous', 'jours', 'novotel', 'niveau', 'repas', 'catastrophe', 'petit', 'déjeuner', 'chaque', 'jour', 'niveau', 'ibis', 'style', 'dîner', 'buffet', 'hôtel', 'nourriture', 'équivalente', 'flunch', 'peine', 'amélioré', 'bar', 'beaucoup', 'mieux', 'premier…']",avr 2022,Bordeaux, France,avril 2022,3,no,fr
['spectaculaire'],"['hôtel', 'moderne', 'propre', 'grand', 'lit', 'confortables', 'petit', 'déjeuner', 'copieux', 'qualité', 'excellent', 'traitement', 'personnel', 'arrivait', 'déposait', 'sac', 'réception', 'rendait', 'directement', 'chambres', 'disponibles', 'partir', 'piscine', 'chauffée', 'jacuzzi', 'dispose', 'espace', 'rencontrer', 'spiderman', 'réservation', 'précédente', 'autre', 'espace', 'enfants', 'peuvent', 'dessiner', 'superhéros']",avr 2022,None, None,avril 2022,5,no,es
"['excellent', 'séjour', 'magnifique', 'hôtel']","['retour', 'après', 'période', 'covid', 'habitués', 'suite', 'kompass', 'hôtel', 'newport', 'avon', 'inauguré', 'hôtel', 'immense', 'établissement', 'extrêmement', 'bien', 'tenu', 'esthétique', 'hôtel', 'superbe', 'contemporaine', 'élégante', 'restaurant', 'manhattan', 'hyper', 'chic', 'cuisine', 'italienne', 'servie', 'réussie', 'établissement', 'cette', 'taille', 'bar', 'skyline', 'extrêmement', 'agréable', 'ludique', 'petitsdéjeuners', 'variés', 'activités', 'nombreuses', 'chambre', 'confortable', 'accueillante', 'merci', 'encore', 'karima', 'multiple', 'attention', 'notamment', 'occasion', 'anniversaire', 'fils', 'équipe', 'manhattan', 'animée', 'nicola', 'mémorable', 'dîner']",avr 2022,None, None,avril 2022,5,no,fr
